status,family,pval,qval,G,gene_short_name,id,ensembl_gene_id,hgnc_symbol,entrezgene,iqr_count,num_cells_expressed
OK,negbinomial.size,0.547419436475332,1,G5729,RGS12,NM_002926+NM_198229+NM_198227,ENSG00000159788,RGS12,6002,2.32192809488736,537
OK,negbinomial.size,0.997994829606207,1,G573,ZC3H11A,NM_014827,ENSG00000058673,ZC3H11A,9877,2.27775782809719,1541
OK,negbinomial.size,0.547613575775871,1,G5730,STX18,NM_016930,ENSG00000168818,STX18,53407,2.32192809488736,965
OK,negbinomial.size,0.999995245932968,1,G5734,JAKMIP1,NM_001099433+NM_144720,ENSG00000152969,JAKMIP1,152789,3.4594316186373,540
OK,negbinomial.size,0.856231329115279,1,G5735,KIAA0232,NM_014743+NM_001100590,ENSG00000170871,KIAA0232,9778,2.4594316186373,1263
OK,negbinomial.size,0.952327805425847,1,G5736,TBC1D14,NM_001113361+NM_020773+NM_001113363+NM_001286805,ENSG00000132405,TBC1D14,57533,2.08746284125034,706
OK,negbinomial.size,0.176568081453821,0.632359653477396,G5738,ABLIM2,NM_001130087+NM_001130086+NM_001286688+NM_001130083+NM_032432+NM_001130084+NM_001130085+NM_001130088,ENSG00000163995,ABLIM2,84448,2.67807190511264,859
OK,negbinomial.size,0.750739692522775,1,G574,ATP2B4,NM_001684+NM_001001396,ENSG00000058668,ATP2B4,493,2.75488750216347,1327
OK,negbinomial.size,0.227341756271673,0.731708155301484,G5740,WDR1,NM_017491+NM_005112,ENSG00000071127,WDR1,9948,2.68650052718322,1729
OK,negbinomial.size,0.000526591151804409,0.00902099605026604,G5748,TAPT1-AS1,NR_027697+NR_027696,ENSG00000263327,TAPT1-AS1,NA,2,1610
OK,negbinomial.size,0.664063440227443,1,G5750,LCORL,NM_153686+NM_001166139,ENSG00000178177,LCORL,254251,2.72246602447109,1085
OK,negbinomial.size,0.881076037453151,1,G5751,PACRGL,NM_001258346+NM_001258345+NM_145048+NR_047661+NM_001130727,ENSG00000163138,PACRGL,133015,2.4594316186373,591
OK,negbinomial.size,0.648662895536528,1,G5754,GPR125,NM_145290,NA,NA,NA,2.39231742277876,535
OK,negbinomial.size,0.697743723459048,1,G5758,SEL1L3,NM_015187,ENSG00000091490,SEL1L3,23231,3.12101540096137,956
OK,negbinomial.size,0.191945598155588,0.663432182292745,G5759,RBPJ,NM_005349+NM_203283+NM_015874+NM_203284,ENSG00000168214,RBPJ,3516,2.55799545312089,1523
OK,negbinomial.size,0.779922186904977,1,G576,DSTYK,NM_015375+NM_199462,ENSG00000133059,DSTYK,25778,2.54432051622381,1021
